lga,vector
Moira,"[0.06699223071336746, 0.008259315975010395, 0.041657108813524246, 0.02225426957011223, 0.015469830483198166, 0.0, 0.0, 0.0, 0.018386811017990112, 0.0, 0.0, 0.0, 0.027432728558778763, 0.0, 0.0, 0.0, 0.0180918350815773, 0.0, 0.0, 0.0, 0.0, 0.0057028611190617085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0825931653380394, 0.13313230872154236, 0.0, 0.17891907691955566, 0.1909475326538086, 0.029268132522702217, 0.0, 0.0, 0.10265149921178818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05824128910899162]"
Monash,"[0.005692231003195047, 0.0, 0.0025362984742969275, 0.010554782114923, 0.0, 0.0, 0.0, 0.004599994979798794, 0.005981043446809053, 0.0, 0.03660566732287407, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12152703106403351, 0.014382860623300076, 0.010544280521571636, 0.0204846803098917, 0.0, 0.0006826476310379803, 0.004164150450378656, 0.0, 0.006548165809363127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003145430237054825, 0.023687873035669327, 0.013610943220555782, 0.0, 0.0, 0.0, 0.1046183705329895, 0.04354766756296158, 0.0686480924487114, 0.006185837555676699, 0.17845983803272247, 0.21269725263118744, 0.09751883894205093, 0.003576023271307349]"
Moonee Valley,"[0.009258654899895191, 0.0, 0.0, 0.009822011925280094, 0.0, 0.0, 0.015480078756809235, 0.012532657943665981, 0.039320703595876694, 0.1555192619562149, 0.08179294317960739, 0.0, 0.0, 0.009258654899895191, 0.010499672964215279, 0.0, 0.2082299143075943, 0.005698889493942261, 0.0066786413080990314, 0.0, 0.0, 0.00013063357619103044, 0.012059112079441547, 0.1725098043680191, 0.11707217246294022, 0.006629653740674257, 0.0, 0.0, 0.0, 0.00809111725538969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016076093539595604, 0.015373938716948032, 0.006727628875523806, 0.0, 0.0, 0.0, 0.0028576094191521406, 0.009332136251032352, 0.031017309054732323, 0.0, 0.03803069889545441, 0.0, 0.0, 0.0]"
Moora,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23838737607002258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5354951620101929, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22611744701862335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Moorabool,"[0.023306645452976227, 0.12073284387588501, 0.022373396903276443, 0.0, 0.010069256648421288, 0.011223537847399712, 0.011149859987199306, 0.018272018060088158, 0.009062331169843674, 0.008939535357058048, 0.0, 0.0, 0.06694827973842621, 0.012869001366198063, 0.031288374215364456, 0.08612898737192154, 0.0, 0.025639766827225685, 0.0, 0.0, 0.052237339317798615, 0.0, 0.008890417404472828, 0.0, 0.0, 0.049511272460222244, 0.11665602773427963, 0.09570705890655518, 0.030600717291235924, 0.0, 0.025099463760852814, 0.010904268361628056, 0.02649933658540249, 0.0, 0.0, 0.012574291788041592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11331597715616226]"
Morawa,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26420891284942627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7357910871505737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Moree Plains,"[0.0, 0.09902381896972656, 0.02381882071495056, 0.0, 0.0, 0.0, 0.02639593929052353, 0.0, 0.0, 0.0, 0.0, 0.00039047247264534235, 0.021866457536816597, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04193674400448799, 0.0, 0.0, 0.003436157712712884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09925810247659683, 0.31151893734931946, 0.0, 0.0266302227973938, 0.0, 0.0, 0.24498242139816284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1007419005036354, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Moreland,"[0.0, 0.0, 0.0, 0.05838415026664734, 0.0, 0.0, 0.002100778976455331, 0.0, 0.015078925527632236, 0.06700901687145233, 0.13742595911026, 0.0, 0.0, 0.016596155241131783, 0.008087999187409878, 0.0, 0.25822076201438904, 0.019087912514805794, 0.011898579075932503, 0.0, 0.0, 0.0007060951902531087, 0.0, 0.01124500297009945, 0.0, 0.0, 0.005847168155014515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1413590908050537, 0.0020716015715152025, 0.012441280297935009, 0.005946371704339981, 0.0019957399927079678, 0.0, 0.018661919981241226, 0.03622093051671982, 0.1221894770860672, 0.0, 0.03555568680167198, 0.0, 0.0, 0.011869401670992374]"
Moreton Bay,"[0.020033374428749084, 0.005121550522744656, 0.06824471056461334, 0.004230572376400232, 0.005987371318042278, 0.0, 0.030008133500814438, 0.01862877421081066, 0.00924101285636425, 0.009490486234426498, 0.0025450519751757383, 0.0, 0.021475709974765778, 0.06810005754232407, 0.07507064938545227, 0.026746107265353203, 0.0, 0.00595382833853364, 0.06864512711763382, 0.0016918097389861941, 0.09412290155887604, 0.0008322781650349498, 0.007618384901434183, 0.0, 0.010934919118881226, 0.0336034931242466, 0.07629495859146118, 0.04914633929729462, 0.0, 0.001010473701171577, 0.008654015138745308, 0.0020880328956991434, 0.0040586660616099834, 0.0, 0.0, 0.021205272525548935, 0.0004654049116652459, 0.0, 0.0, 0.02601655386388302, 0.11891724169254303, 0.0, 0.001064980635419488, 0.0, 0.0, 0.008180225268006325, 0.0, 0.0, 0.0, 0.09457153081893921]"
Mornington,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003898635506629944, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9961013793945312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mornington Peninsula,"[0.09803782403469086, 0.006037467624992132, 0.16511882841587067, 0.016549764201045036, 0.015093669295310974, 0.0, 0.014833229593932629, 0.046014975756406784, 0.0019414601847529411, 0.035922933369874954, 0.0, 0.0, 0.05634377896785736, 0.0035277754068374634, 0.030755572021007538, 0.05939802899956703, 0.0121578024700284, 0.0, 0.024214981123805046, 0.0, 0.11030808836221695, 0.00023084435088094324, 0.10776880383491516, 0.0, 0.05737370252609253, 0.0, 0.030483294278383255, 0.04982686787843704, 0.0, 0.0, 0.008689218200743198, 0.0, 0.01391577161848545, 0.0, 0.0047826217487454414, 0.00503122340887785, 0.0, 0.016981858760118484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008659622631967068]"
Mosman,"[0.0, 0.0, 0.0, 0.0432695709168911, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021175972651690245, 0.36150914430618286, 0.29896944761276245, 0.03959906846284866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18444271385669708, 0.07009246945381165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mosman Park,"[0.0, 0.0, 0.0, 0.02585078589618206, 0.0, 0.0, 0.0, 0.10034903883934021, 0.06031849980354309, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049956370145082474, 0.0, 0.0, 0.0, 0.09129580855369568, 0.25305411219596863, 0.05530104786157608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3638743460178375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mount Alexander,"[0.11858902871608734, 0.21520395576953888, 0.11600907146930695, 0.06263066828250885, 0.02086206153035164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11449668556451797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018504515290260315, 0.0, 0.06787954270839691, 0.0, 0.0, 0.0, 0.0, 0.015880076214671135, 0.06142965331673622, 0.0, 0.05293358862400055, 0.0, 0.0, 0.0, 0.03905520215630531, 0.016369378194212914, 0.0, 0.019794493913650513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0603620819747448]"
Mount Barker,"[0.006795297842472792, 0.05411437898874283, 0.011358563788235188, 0.02046029455959797, 0.03023163601756096, 0.004836069419980049, 0.04114379361271858, 0.0, 0.0077625117264688015, 0.0191210750490427, 0.0, 0.0, 0.03809334710240364, 0.034819699823856354, 0.028198005631566048, 0.13178910315036774, 0.0, 0.0, 0.0, 0.0, 0.0818907767534256, 0.0004712067893706262, 0.027553196996450424, 0.0, 0.0, 0.06105848029255867, 0.0773027166724205, 0.10748475044965744, 0.0, 0.010912157595157623, 0.0, 0.019170675426721573, 0.019294677302241325, 0.0, 0.032885272055864334, 0.008655324578285217, 0.0, 0.0, 0.0, 0.0, 0.0065720947459340096, 0.0, 0.0, 0.0, 0.005629681050777435, 0.0, 0.0, 0.0, 0.0, 0.11239521950483322]"
Mount Gambier,"[0.0069063282571733, 0.005379666108638048, 0.039111629128456116, 0.0, 0.0, 0.0, 0.010759332217276096, 0.0, 0.12136963754892349, 0.0, 0.0, 0.0008723782957531512, 0.09352622926235199, 0.0, 0.0, 0.12002471834421158, 0.0, 0.0, 0.0514703206717968, 0.0, 0.0, 0.0020355493761599064, 0.0, 0.0, 0.0, 0.0, 0.03271418809890747, 0.31143906712532043, 0.0, 0.0, 0.1383446604013443, 0.034858785569667816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.031187525019049644]"
Mount Isa,"[0.0, 0.00663751782849431, 0.0, 0.0, 0.0, 0.033240266144275665, 0.02892061322927475, 0.0, 0.0, 0.0, 0.0, 0.0006321445689536631, 0.012695569545030594, 0.6176578998565674, 0.016435759142041206, 0.025075066834688187, 0.0, 0.0, 0.08396986871957779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012590212747454643, 0.01327503565698862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14887003600597382, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mount Magnet,"[0.0, 0.0, 0.8820827007293701, 0.0, 0.0, 0.11791730672121048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mount Marshall,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mount Remarkable,"[0.0, 0.0642545223236084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8477854132652283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08796007186174393, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Moyne,"[0.0573742650449276, 0.16150152683258057, 0.013967699371278286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008147824555635452, 0.0, 0.0, 0.0161016546189785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03259129822254181, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046607498079538345, 0.0, 0.07570686936378479, 0.5848973989486694, 0.0, 0.003103933297097683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mukinbudin,"[0.0, 0.0, 0.49391305446624756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5060869455337524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mundaring,"[0.013859274797141552, 0.0052313185296952724, 0.016165021806955338, 0.0, 0.015049338340759277, 0.0, 0.0, 0.28085485100746155, 0.009793226607143879, 0.03984231501817703, 0.007413100451231003, 0.00924778077751398, 0.0, 0.0155947832390666, 0.17092280089855194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0927257388830185, 0.003594981972128153, 0.009198195300996304, 0.0, 0.054519761353731155, 0.01576833426952362, 0.08389943838119507, 0.0, 0.015173302963376045, 0.0, 0.0, 0.0, 0.014999751932919025, 0.04561908170580864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01105766836553812, 0.006470967549830675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06299895793199539]"
Murchison,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Murray,"[0.10240963846445084, 0.05399781093001366, 0.07289156317710876, 0.0, 0.0, 0.032858707010746, 0.04994523525238037, 0.06007666885852814, 0.0, 0.09145673364400864, 0.0, 0.0181818176060915, 0.0186746995896101, 0.0, 0.12196057289838791, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11276013404130936, 0.00021905805624555796, 0.0, 0.0, 0.0, 0.06347206979990005, 0.04244249686598778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03411829099059105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1245345026254654]"
Murray Bridge,"[0.04639710858464241, 0.0055116331204771996, 0.00989383365958929, 0.0, 0.0, 0.0, 0.014004969969391823, 0.0, 0.08588209003210068, 0.022633837535977364, 0.0, 0.0, 0.06763044744729996, 0.044951435178518295, 0.0, 0.028145471587777138, 0.019923198968172073, 0.0, 0.06934718787670135, 0.03148859366774559, 0.0, 0.006098938174545765, 0.0, 0.0, 0.0, 0.009170996025204659, 0.0, 0.20641517639160156, 0.018567878752946854, 0.028055116534233093, 0.057646263390779495, 0.11045855283737183, 0.0964987576007843, 0.0, 0.0, 0.0, 0.0, 0.010390783660113811, 0.0, 0.0, 0.010887734591960907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Murray River,"[0.09618888795375824, 0.0, 0.04296993464231491, 0.0, 0.022092316299676895, 0.029608260840177536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1475098729133606, 0.0, 0.0, 0.07105982303619385, 0.0, 0.0, 0.00561797758564353, 0.0, 0.0, 0.023003339767456055, 0.0, 0.0, 0.0, 0.016474340111017227, 0.0, 0.08290312439203262, 0.08669906109571457, 0.0, 0.13885514438152313, 0.13802003860473633, 0.06566960364580154, 0.0, 0.0, 0.03332827240228653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Murrindindi,"[0.09939394146203995, 0.40436363220214844, 0.12363636493682861, 0.0, 0.054606061428785324, 0.02866666577756405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003030303050763905, 0.020121213048696518, 0.0, 0.0, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07684848457574844, 0.0, 0.0, 0.0, 0.020787877961993217, 0.0, 0.05133333429694176, 0.0, 0.0, 0.05593939498066902, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Murrumbidgee,"[0.0, 0.05885457992553711, 0.1530746966600418, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005278437398374081, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019266298040747643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11243072152137756, 0.4088149964809418, 0.0, 0.08076009154319763, 0.0, 0.04856162518262863, 0.0, 0.0, 0.11295856535434723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Murweh,"[0.0, 0.4072955846786499, 0.07069182395935059, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09283018857240677, 0.0, 0.39899370074272156, 0.030188679695129395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Muswellbrook,"[0.0, 0.11664017289876938, 0.0, 0.0, 0.0, 0.05471329018473625, 0.039307985454797745, 0.0, 0.010025675408542156, 0.0, 0.0, 0.00042792517342604697, 0.03557892143726349, 0.09609976410865784, 0.01020907238125801, 0.0700574666261673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009842279367148876, 0.0, 0.0, 0.0, 0.028181929141283035, 0.0, 0.24385622143745422, 0.0, 0.0, 0.14262135326862335, 0.06376085430383682, 0.05281819403171539, 0.025858907029032707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Nambucca Valley,"[0.08975823223590851, 0.15848086774349213, 0.2949267029762268, 0.0, 0.040691033005714417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018275272101163864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011945554986596107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049495525658130646, 0.0, 0.0, 0.1060822382569313, 0.019322292879223824, 0.0, 0.0033314295578747988, 0.0, 0.20769084990024567, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Nannup,"[0.0, 0.0, 0.34867140650749207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21516525745391846, 0.0, 0.0, 0.4361633062362671, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Napranum,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.09528688341379166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9047130942344666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Naracoorte Lucindale,"[0.0, 0.1495456099510193, 0.041412629187107086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125503271818161, 0.08328539878129959, 0.0, 0.036466121673583984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03359024599194527, 0.04474864900112152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.440239280462265, 0.04520878940820694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Narembeen,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.24181360006332397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.758186399936676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Narrabri,"[0.0, 0.1967741996049881, 0.019354838877916336, 0.0, 0.0, 0.0610542893409729, 0.0, 0.0, 0.0, 0.02163650654256344, 0.0, 0.0021243116352707148, 0.0, 0.0, 0.0, 0.030763179063796997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00590086542069912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21730920672416687, 0.30755311250686646, 0.0, 0.0413847379386425, 0.0, 0.0, 0.03052714467048645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0656176209449768, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Narrandera,"[0.04701874032616615, 0.09846678376197815, 0.17853492498397827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12367972731590271, 0.18330493569374084, 0.0, 0.2502555251121521, 0.0, 0.0, 0.0, 0.030153321102261543, 0.08858603239059448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Narrogin,"[0.0, 0.0, 0.06969442963600159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024905817583203316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2607785761356354, 0.26266220211982727, 0.0, 0.0, 0.0, 0.3819589912891388, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Narromine,"[0.0, 0.04282389581203461, 0.24359968304634094, 0.0, 0.0, 0.053064391016960144, 0.0, 0.0, 0.0, 0.09899146854877472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24530643224716187, 0.0, 0.0, 0.0, 0.0, 0.20527540147304535, 0.0, 0.02265322022140026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08828549087047577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Nedlands,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026700709015130997, 0.01696382276713848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009347411803901196, 0.0, 0.0, 0.004327505826950073, 0.0793231800198555, 0.0264410600066185, 0.0790635272860527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7368010878562927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021031677722930908, 0.0, 0.0, 0.0, 0.0, 0.0]"
Newcastle,"[0.016071617603302002, 0.0, 0.017232641577720642, 0.0073256404139101505, 0.002769952407106757, 0.0, 0.02980940416455269, 0.012694633565843105, 0.03629816323518753, 0.044124752283096313, 0.0016855455469340086, 0.001090300502255559, 0.037217553704977036, 0.06115112081170082, 0.02020886540412903, 0.039185985922813416, 0.0, 0.01060243509709835, 0.07551951706409454, 0.0, 0.0, 0.0010549393482506275, 0.004249224904924631, 0.037252914160490036, 0.031229741871356964, 0.021664565429091454, 0.014114970341324806, 0.21947453916072845, 0.00284067471511662, 0.003600938245654106, 0.0937599465250969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050024162977933884, 0.023733189329504967, 0.013472577556967735, 0.010107379406690598, 0.0, 0.0, 0.0, 0.057862538844347, 0.002569573000073433, 0.0, 0.0, 0.0, 0.0]"
Ngaanyatjarraku,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.09809663146734238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9019033908843994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
